node_id,latitude,longitude
856,27.6255158,88.6932975
857,27.6839262,88.7418568
858,27.679579,88.7361605
859,27.6271945,88.6196706
860,27.8433439,88.6927881
861,27.61374,88.6284767
862,27.9007755,88.7063858
863,27.6421464,88.6093127
864,27.8449806,88.6931454
865,27.8503175,88.6907105
866,27.6016061,88.6462277
867,27.8233922,88.6952565
868,27.618263,88.6221638
869,27.6908593,88.7451185
870,27.6338205,88.7041665
871,27.7269163,88.7499868
872,27.6796627,88.7824843
873,27.6746387,88.8314593
874,27.701557,88.7490108
875,27.6595073,88.7290355
876,27.6778275,88.8234094
877,27.680084,88.7363193
878,27.6019186,88.6466809
879,27.6882868,88.7395805
880,27.9303771,88.7338364
881,27.6140478,88.6313021
882,27.6877458,88.7477849
883,27.6793796,88.7826212
884,27.6797483,88.7362188
885,27.6749534,88.7211174
886,27.6339758,88.7046752
887,27.6678959,88.7285911
888,27.6743694,88.8312271
889,27.8231531,88.6953428
890,27.6059759,88.6477087
891,27.683128,88.7504829
892,27.6179213,88.6225504
893,27.6846494,88.7585659
894,27.6904669,88.7459075
895,27.6267147,88.6190461
896,27.6255869,88.6184999
897,27.9006214,88.7063788
898,27.6848159,88.7401243
899,27.6705125,88.7287789
900,27.7058375,88.7483907
901,27.668567,88.7285025
902,27.6820068,88.8214593
903,27.8500845,88.6905016
904,27.7101319,88.7485217
905,27.6760271,88.8304235
906,27.8517483,88.6929191
907,27.6689774,88.7285309
908,27.7062171,88.7488012
909,27.6106473,88.6540378
910,27.6768977,88.7336715
911,27.6790712,88.8223685
912,27.6777651,88.7458763
913,27.6782184,88.7353302
914,25.5851236,90.8066389
915,25.5374417,90.8494052
916,25.6523551,90.8034905
917,25.5360629,90.8924853
918,25.5371031,90.8500555
919,25.5847348,90.8064372
920,25.9080924,90.7753376
921,25.6947798,90.8185562
922,25.6830962,90.8133707
923,25.8359554,90.7828217
924,25.6256516,90.7740565
925,25.6832985,90.8138102
926,25.5290354,90.7074863
927,25.6588572,90.8018375
928,25.7763355,90.8143655
929,25.5248752,90.9107729
930,25.657312,90.8003812
931,25.6233218,90.7008424
932,25.4776049,90.8693254
933,25.6649487,90.9153967
934,25.8268716,90.9623605
935,25.6500276,90.8063501
936,25.6649853,90.9152942
937,25.4765443,90.8867812
938,25.5327802,90.9761095
939,25.6522373,90.8006256
940,26.3365582,90.4087782
941,26.316376,90.4667469
942,26.1166115,91.7694712
943,26.1233392,91.7988061
944,26.6979882,89.8432465
945,26.6602962,89.8533385
946,26.1140659,91.8059997
947,26.493165,90.6465604
948,26.8061872,91.7054588
949,26.5594067,91.4793749
950,26.575297,91.585044
951,26.5126605,91.2637908
952,26.0780146,89.9644189
953,26.2533132,90.2746274
954,26.2319294,90.2303446
955,26.248652,90.2443743
956,26.4176072,90.273413
957,26.4705122,90.1466107
958,26.3286902,90.5015736
959,26.3257442,90.4839742
960,26.331921,90.5028133
961,26.4601497,90.4375166
962,26.3968541,90.3135475
963,26.2397769,90.5790221
964,26.4715407,90.1473271
965,26.1262546,91.7990492
966,26.1737503,91.7492498
967,26.1260697,91.7981591
968,26.126373,91.8018634
969,26.1279403,91.8013002
970,26.1246457,91.8008259
971,26.1273178,91.8027779
972,26.12325,91.8009087
973,26.1270338,91.7990947
974,26.1274077,91.8012505
975,26.1273385,91.8024582
976,26.1229569,91.803252
977,26.1276332,91.7997036
978,26.122856,91.8040552
979,26.123407,91.8001796
980,26.1230999,91.802545
981,26.1915929,91.6944051
982,26.1940204,91.6944115
983,26.1915019,91.6982288
984,26.1875004,91.7006365
985,26.1867244,91.7008862
986,26.1884505,91.6907061
987,26.1974159,91.6929903
988,26.1840225,91.69558
989,26.1977877,91.6929897
990,26.1861735,91.6913608
991,26.1836962,91.695934
992,26.1930422,91.7013891
993,26.1935297,91.6900666
994,26.1964438,91.6951877
995,26.1896924,91.6913335
996,26.1843499,91.6929602
997,26.1896725,91.6919794
998,26.1950461,91.6944888
999,26.1898736,91.6909817
1000,26.1987868,91.6951524
1001,26.1969094,91.7005196
1002,26.1965781,91.6855868
1003,26.659438,93.1733051
1004,26.8225305,92.7798718
1005,25.5587722,91.9079424
1006,27.084166,93.6005506
1007,27.0829383,93.5982113
1008,27.0972138,93.6282491
1009,27.1018558,93.6307524
1010,27.0968419,93.6294416
1011,27.0980407,93.6346643
1012,27.0992192,93.6158189
1013,27.0960605,93.628419
1014,27.0982054,93.6348824
1015,27.0975018,93.629662
1016,27.099565,93.6270763
1017,27.071936,93.5169639
1018,27.0968719,93.6330865
1019,27.0979766,93.625246
